number,value,datetime_start,datetime_complete,duration,params_cat_class_weight_0_cb,params_cat_depth,params_cat_iterations,params_cat_l2_leaf_reg,params_cat_learning_rate,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_scale_pos_weight,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_n_estimators,params_smote_k_neighbors,params_w_cat,params_w_lgbm,params_w_rf,params_w_xgb,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,params_xgb_scale_pos_weight,state
0,0.5101824312656205,2025-05-07 22:44:29.487247,2025-05-07 22:44:56.363110,0 days 00:00:26.875863,6.693052598243289,8,175,13.540804321249833,0.005362604871585998,0.645614570099021,0.009329979812452458,4,75,52,0.042051564509138675,0.01444525102276306,6.312602499862605,12,10,250,3,0.7644055944226988,0.9393364692232201,0.32201302827148154,0.6196820646436755,0.006092093251110881,4,75,8.728673384861883,COMPLETE
1,0.508668996514371,2025-05-07 22:44:56.363385,2025-05-07 22:45:35.308448,0 days 00:00:38.945063,0.9618424892497941,10,250,1.4090340145923617,0.07817554354066729,0.6293899908000085,0.007572430131375705,6,200,79,0.00014857392806279257,3.5204810455260365,6.793961701362829,10,10,75,6,1.1160850447193953,0.4104661882747777,0.6578365983743514,1.0641326412967311,0.00893006894469855,7,50,1.1179901333601554,COMPLETE
2,0.5141857979179413,2025-05-07 22:45:35.308677,2025-05-07 22:46:02.545588,0 days 00:00:27.236911,6.664152571385049,6,50,1.258303563775148,0.018753981798128025,0.9934434683002586,0.03166634387660921,5,125,29,1.025616274847307,0.0002359137306347715,7.836325308318245,15,14,200,7,1.6401497854869267,1.4283718205028535,0.43749557899163616,0.06076812839102468,0.00675591473822541,10,175,2.3618371929818793,COMPLETE
3,0.5136110910034513,2025-05-07 22:46:02.545767,2025-05-07 22:46:15.251746,0 days 00:00:12.705979,5.172948276570662,6,50,5.979801915095919,0.015111417378233677,0.8854835899772805,0.007509745286187187,6,225,110,0.6366859160799433,0.06403036652671171,5.191058165461712,4,7,200,6,0.09956729715098561,0.2603882826369437,1.0693290172948884,0.8837049857991718,0.04165401945150998,9,75,3.6435312361001673,COMPLETE
4,0.5120358583615235,2025-05-07 22:46:15.251958,2025-05-07 22:46:26.735427,0 days 00:00:11.483469,7.45164168827207,4,100,0.8651937917102939,0.013395780849733079,0.7696711209578253,0.09687750932060209,8,225,123,0.0008567424667875064,2.902652141826388,8.170681474058593,7,9,175,1,0.2646012528289697,0.49447356695678624,1.7973780348508117,0.6701067761951346,0.020190884410359194,4,250,7.677735816158963,COMPLETE
5,0.5191982041145794,2025-05-07 22:46:26.735710,2025-05-07 22:47:00.219583,0 days 00:00:33.483873,5.683547879382387,10,125,2.9193533134164746,0.01500997347620148,0.6424202471887338,0.13201441642702172,10,125,45,0.030636738485558444,0.0031944165636003663,0.8504259998680616,14,2,225,3,0.15038356493747923,0.5933606052613923,1.2386504512607988,1.0302240952962798,0.010642659608192148,6,150,1.6387209896699866,COMPLETE
6,0.5143415976598621,2025-05-07 22:47:00.219860,2025-05-07 22:47:16.977521,0 days 00:00:16.757661,5.141531743934979,9,100,4.294992266552082,0.017467481292559626,0.795446471594121,0.08566690457198017,3,150,55,0.0008562341633595543,0.00015991003111214837,6.936861437501683,5,8,100,7,0.491666761635979,1.3080869412984273,0.0823462664093195,1.048581463683598,0.04918081342450013,4,250,7.735386345622817,COMPLETE
7,0.5091479009841305,2025-05-07 22:47:16.977700,2025-05-07 22:47:27.521588,0 days 00:00:10.543888,4.530566330475806,5,225,8.055755677988527,0.04718961851786744,0.6695148955243504,0.006862685260391494,4,150,136,3.1775345821188252,0.14638860976621423,3.8174909588202786,8,15,200,2,1.7798185273169786,1.5707573144223665,1.4656135737969669,1.7993650069075253,0.00735502501963561,5,75,9.284589373646346,COMPLETE
8,0.511263296108655,2025-05-07 22:47:27.521855,2025-05-07 22:47:30.789011,0 days 00:00:03.267156,5.285297824120284,5,50,5.259968058575738,0.032323348732461996,0.924611705247089,0.011205098384556906,8,100,55,0.540078670128653,0.17707795393478512,6.747322476853262,5,14,50,5,0.7670458159658954,0.5671446169793647,1.1582017765041697,0.23266579726478032,0.007060830353103754,3,175,6.80326680652653,COMPLETE
9,0.514336828185967,2025-05-07 22:47:30.789181,2025-05-07 22:47:54.020152,0 days 00:00:23.230971,0.38966453816533997,5,150,1.2992862086669055,0.05836055042979319,0.5077283082644337,0.12250148925529065,4,175,144,3.7525108021939446,0.007092404574999809,9.31902634458339,8,14,250,2,1.9290589553240431,1.713368438161352,0.884959089218763,1.9349768971351557,0.027632866443278843,9,175,5.980586903950411,COMPLETE
10,0.5175303861541133,2025-05-07 22:47:54.020316,2025-05-07 22:48:22.865065,0 days 00:00:28.844749,2.5424562465664495,10,150,2.9594973824301882,0.13431936694165347,0.5051449672188946,0.041124133447204066,10,50,12,0.03239920963695414,0.0017974706693897474,1.2750125997101103,15,2,125,4,1.2922211673634747,0.9117639097547072,1.9943770410069463,1.5547450793510298,0.13081808062389466,7,125,4.228302474975007,COMPLETE
11,0.5208989582324661,2025-05-07 22:48:22.865250,2025-05-07 22:48:54.249023,0 days 00:00:31.383773,2.5668811469307524,10,150,2.664627422951085,0.14899697352353258,0.5252213299022878,0.04409391197129417,10,50,12,0.02670244203522915,0.0014742637594103737,0.7390939142616175,15,3,125,4,1.34190834204302,0.8896782243529485,1.9888098956536975,1.5016417935542077,0.13706189409000202,7,125,4.144135767847526,COMPLETE
12,0.5169791555232822,2025-05-07 22:48:54.249235,2025-05-07 22:49:32.236678,0 days 00:00:37.987443,2.995444221366227,8,200,2.4739166258561403,0.006102613081029849,0.5820277679886148,0.056000069072821276,10,50,17,0.008662526266380968,0.0014301865937857794,0.8448957257051237,13,2,150,4,1.3521952766889807,0.7851421429944377,1.5274716485766762,1.4733105391126449,0.14234488853700822,6,125,0.6254838301435264,COMPLETE
13,0.5175658152732981,2025-05-07 22:49:32.236861,2025-05-07 22:49:52.179897,0 days 00:00:19.943036,3.131351235611921,9,100,2.3010988634843823,0.13977669472590193,0.5817049473161602,0.018191834885884713,9,100,37,0.10807016710242091,0.001706415299616405,2.7807456823005032,13,5,125,3,0.833648582131296,0.05126797642536851,1.4664839129265446,1.3449053615430724,0.014322114525373582,8,125,2.9224530568990277,COMPLETE
14,0.5141583959433649,2025-05-07 22:49:52.180107,2025-05-07 22:50:17.855855,0 days 00:00:25.675748,1.7000539794631488,10,125,3.307169700373085,0.008676905627017353,0.72011409451079,0.1487146964326183,8,100,70,0.00801086340108856,0.0006633126238011879,2.2051822476422775,11,4,150,3,1.4640650219138578,1.1075979086834928,1.7398401151338982,1.2718705887425488,0.06646563236749595,6,200,4.963240925615068,COMPLETE
15,0.514237030296817,2025-05-07 22:50:17.856025,2025-05-07 22:50:42.863275,0 days 00:00:25.007250,3.988239533431704,8,175,0.5159263646416397,0.031683137370322384,0.5565752448975478,0.06223107802433037,9,75,31,0.004004199701038091,0.008710482984540373,0.5024900668947714,14,4,225,5,0.4926203088405967,1.9824064443843001,1.273183829786283,1.5826521450027757,0.013934292200424558,8,150,2.1336219707403807,COMPLETE
16,0.0,2025-05-07 22:50:42.863450,2025-05-07 22:51:10.560923,0 days 00:00:27.697473,2.0290977360040254,9,125,1.851155196843229,0.009871500910694933,0.7039392959646639,0.017464937774032088,10,150,99,0.07745790270324894,0.5193714652763215,4.133113053704525,15,6,100,1,1.0482194218303778,0.7120416419374929,0.8596193264940901,0.7493349551349276,0.08494593132566432,5,100,1.7058692239692816,COMPLETE
17,0.5147970172756889,2025-05-07 22:51:10.561114,2025-05-07 22:51:33.098882,0 days 00:00:22.537768,3.9061779771014025,7,175,8.825116370503693,0.08139535253925777,0.6048015988570616,0.059159358140258404,7,250,40,0.2068953276665134,0.004949654532065256,2.2246972036824384,12,3,150,4,0.4784694068275425,1.2058345883085986,1.9722722271559199,1.176002511557042,0.02811551380437163,8,200,3.5548370713937905,COMPLETE
18,0.5110471647407079,2025-05-07 22:51:33.099053,2025-05-07 22:52:02.099730,0 days 00:00:29.000677,5.9302717771788025,10,125,3.3981658024194816,0.025311453117884675,0.5543024787172945,0.022183505574749192,9,125,12,0.013099682461373855,0.0006028793626741486,3.6164809731185255,13,5,175,2,1.5480818064723099,0.7190590279191402,1.6809531394901436,0.424889789872123,0.012067264931903564,6,150,5.106524627926496,COMPLETE
19,0.5143031184441277,2025-05-07 22:52:02.099909,2025-05-07 22:52:25.438914,0 days 00:00:23.339005,7.555285288593419,9,75,0.7444231780388662,0.04371448253947328,0.809377298679103,0.0375635029199106,7,75,70,0.0022045254125683334,0.0038083058420248467,1.6946410236573288,10,2,50,5,1.227599748401939,0.25779945943843097,1.2848742734674654,0.8937542536906069,0.09062664997233037,7,100,6.015267166416206,COMPLETE
20,0.5131839565264021,2025-05-07 22:52:25.439161,2025-05-07 22:52:40.383600,0 days 00:00:14.944439,3.516922500588707,7,200,1.7091595689391754,0.02321360269476378,0.6948470044818753,0.08891274029739372,9,175,93,0.2712622329271834,0.027366415978458354,3.024857604980289,14,11,100,3,0.9099030990047796,1.04026825484118,0.8895533786321503,1.8583880777021844,0.019741179968232235,5,225,4.209985386090631,COMPLETE
21,0.5131158663861232,2025-05-07 22:52:40.383766,2025-05-07 22:53:02.141763,0 days 00:00:21.757997,3.024792428766728,9,100,2.5796346785742648,0.14712317899034894,0.5531375239317615,0.019657834108832938,10,100,38,0.10947900450836073,0.0012048629820193247,2.3618411658876477,13,4,125,3,0.09298148441298121,0.06810219669683748,1.5476487730214965,1.3718907753867182,0.012082951086305844,8,125,2.405028255281103,COMPLETE
22,0.5167086502457908,2025-05-07 22:53:02.141935,2025-05-07 22:53:22.737080,0 days 00:00:20.595145,1.6095166327938335,10,75,1.9949980863441419,0.09813702736753688,0.5969104585726733,0.013196877909915012,9,125,23,0.025269236750107095,0.0005083756721388037,1.5090203165684908,14,6,125,3,0.6878024926830156,0.10687528760393705,1.305285422192608,1.6240156925877973,0.017492503255211213,9,125,3.308930887618961,COMPLETE
23,0.51475311981085,2025-05-07 22:53:22.737272,2025-05-07 22:53:51.376929,0 days 00:00:28.639657,4.499258579763303,9,150,3.9061147392026827,0.11305724680279726,0.6475727038134068,0.02592490484981057,10,50,47,0.087080551382696,0.003274794119353152,2.833166042661919,12,3,175,4,0.279406592939057,0.3476626318395691,1.4418902638734967,1.3051386922503463,0.009811019422053964,8,100,2.8700072415994997,COMPLETE
24,0.0,2025-05-07 22:53:51.377093,2025-05-07 22:54:22.097105,0 days 00:00:30.720012,2.8219327173861197,10,125,5.172466416425842,0.06678520734195095,0.5298216438357184,0.016084900675384456,9,100,64,0.020288131266939857,0.0001270804258174395,4.950159543629099,14,5,75,2,0.947658694345334,0.6030147761173267,1.7608820772583431,1.2129038675375987,0.034861197542635676,7,150,1.3876477751956848,COMPLETE
25,0.5228201384395655,2025-05-07 22:54:22.097273,2025-05-07 22:54:45.205658,0 days 00:00:23.108385,6.000623291359422,8,75,2.281937544325102,0.10484715873767372,0.6121420536179302,0.005073070346196962,8,75,28,0.0029373937005280704,0.0210841242590164,0.5424278180201914,11,3,125,5,1.1775455692922865,0.785385172147718,1.863947486192453,1.6511294601724686,0.015105403012205754,10,125,0.6253213508459368,COMPLETE
26,0.5202793573956227,2025-05-07 22:54:45.205816,2025-05-07 22:55:13.251437,0 days 00:00:28.045621,6.147331667027355,8,75,1.5626054922976245,0.09391510901499893,0.6141063646848169,0.04135091994130314,8,75,24,0.002442078910833871,0.0320712078370404,0.6064799806584574,11,2,225,5,1.1737068640670907,0.8347659571330437,1.8955538232468307,1.7271327303184143,0.022436633043422714,10,150,1.3244659619431984,COMPLETE
27,0.5157963893153606,2025-05-07 22:55:13.251603,2025-05-07 22:55:30.071437,0 days 00:00:16.819834,6.526949066702659,8,75,1.5812123796024864,0.10048195874198557,0.6099058444725641,0.0453303695290882,7,75,23,0.0001648075965360065,0.03274268080080912,0.5105952542020322,9,3,150,6,1.132192285980287,0.8591838036194857,1.883309648591423,1.7533967666460468,0.023194755221137075,10,100,0.7899576968717279,COMPLETE
28,0.0,2025-05-07 22:55:30.071697,2025-05-07 22:55:55.250642,0 days 00:00:25.178945,6.187893544665757,7,75,0.9649637635996959,0.11028407855927226,0.7332615189955319,0.0054401945144789,8,50,11,0.0009664883199105398,0.8745012674735775,1.5566582886357867,11,7,75,5,1.4507009708237184,1.1293035284489097,1.6485759131186217,1.99407681550573,0.005009282463167776,10,175,0.6885845769055562,COMPLETE
29,0.5173865246383231,2025-05-07 22:55:55.250867,2025-05-07 22:56:05.747322,0 days 00:00:10.496455,7.217691372077944,8,50,14.824230456180299,0.05328139712546121,0.6732568144536306,0.03456521804509085,6,75,26,0.002800187777523703,0.01525063840316566,4.416519875965246,11,3,225,5,1.6596933417723339,0.9512523515080276,1.8840929186848148,1.7128644296247761,0.0523602963602056,9,50,4.408211905823984,COMPLETE
30,0.5145334845576978,2025-05-07 22:56:05.747496,2025-05-07 22:56:23.409552,0 days 00:00:17.662056,7.052981428560133,7,200,1.0974594495928256,0.08085702628561028,0.5411644804937005,0.027155302042250997,8,75,19,0.0003657135194034949,0.09042180706193993,1.8302912860114526,9,11,250,6,1.1973255904392255,1.2321687054428105,1.8433952698678933,1.4784449396775041,0.03446214004234333,10,75,2.0850071807031334,COMPLETE
31,0.5159527881378959,2025-05-07 22:56:23.409720,2025-05-07 22:56:46.868584,0 days 00:00:23.458864,7.94650730652269,8,175,2.2104238593671157,0.038197249879368254,0.6426154206344372,0.07352995561481848,10,50,48,0.0062577782911940215,0.02035442005882924,1.0251694587392608,12,2,225,4,1.3493640271344818,0.6573918930282902,1.6433976330767175,1.696577492010534,0.017263839345791593,9,150,1.4769448802630598,COMPLETE
32,0.5156861218872796,2025-05-07 22:56:46.868750,2025-05-07 22:57:19.203712,0 days 00:00:32.334962,5.653114394776559,9,100,2.9122386862357907,0.07041265556336467,0.646790476580462,0.05103056920318076,7,75,33,0.0016661110078422345,0.010603843816161253,1.0703281076449298,10,4,250,4,0.9988968510820941,0.8142993423469986,1.9915092903814187,1.4397500508210235,0.010001789912883549,10,150,1.2123698850811462,COMPLETE
33,0.5118273077495179,2025-05-07 22:57:19.203876,2025-05-07 22:57:29.403853,0 days 00:00:10.199977,4.548763051901842,6,150,1.5167445686542615,0.09254982580048496,0.6227562118357508,0.010288214192635462,5,125,42,0.04331131373580208,0.04776733708832506,0.6625742287535629,15,2,225,6,1.121350012998491,0.9684693080975451,0.5051578785869449,0.4796313951139698,0.008562776648896937,6,200,0.550766682660405,COMPLETE
34,0.5146709518146876,2025-05-07 22:57:29.404020,2025-05-07 22:57:51.402535,0 days 00:00:21.998515,6.3929456203884865,10,75,4.229491926450717,0.011561381808934944,0.5768037805668825,0.07198592589016226,9,50,30,0.015269624248279238,0.003102543724437138,5.961201264709962,11,3,200,5,0.6227181326317459,0.5179520903241592,1.609399187723049,0.95246314334863,0.01497603258665973,3,150,1.761349084092249,COMPLETE
35,0.0,2025-05-07 22:57:51.402706,2025-05-07 22:58:07.478959,0 days 00:00:16.076253,5.605331622328838,8,125,6.9789955665461925,0.12101053353635659,0.6844151638931871,0.11966257712099751,8,100,62,0.00036074862902842064,0.28014959549439084,2.004338478810633,12,6,175,6,1.4738868180313942,0.42417201664247234,0.6922346371090892,1.1316769633662513,0.023114519122297242,4,175,2.6759977706268847,COMPLETE
36,0.5175346163822271,2025-05-07 22:58:07.479175,2025-05-07 22:58:27.972003,0 days 00:00:20.492828,4.972025435165,6,50,11.117649491626196,0.007497184775581646,0.5263263531788445,0.03320384044090596,6,175,83,0.004992189892378127,0.00039768746336134433,3.3133171008702007,15,4,100,5,1.6523000611023337,0.7717116431283015,1.8709818417946749,1.846509024149554,0.010841584811686582,10,125,1.141126655082866,COMPLETE
37,0.0,2025-05-07 22:58:27.972171,2025-05-07 22:58:50.929929,0 days 00:00:22.957758,5.845618309350628,9,100,1.995609505296793,0.019615046172202243,0.6184792496757405,0.0050150870429716485,5,125,19,0.045794199584321224,9.25557160642388,1.2414758566711281,10,2,200,7,1.2583475644511746,1.3312158604538937,1.0655816271061425,1.619120980566026,0.008344744248452676,7,100,2.0993978865849034,COMPLETE
38,0.5167216823558277,2025-05-07 22:58:50.930097,2025-05-07 22:59:09.534828,0 days 00:00:18.604731,6.931222922609703,10,75,1.2386227940532462,0.014198146688644844,0.8655978119192351,0.008547380440259766,10,75,26,0.001797235268742939,0.0690652494056656,2.394166357271268,7,3,175,3,1.0627162142041715,1.0403075375586337,0.17655221397931686,0.7592013496895353,0.032693265483696915,5,150,8.089670875503074,COMPLETE
39,0.512151450986798,2025-05-07 22:59:09.534995,2025-05-07 22:59:26.669094,0 days 00:00:17.134099,4.965996941310935,4,250,3.4754587079685813,0.06547444409968746,0.7691265333475208,0.04618606463023727,8,200,47,0.0010385647715302655,0.014549881855654102,1.1034625163653686,14,8,125,4,0.8605573853002744,0.6358836522314862,1.1736793953711158,1.0476424851212867,0.006025805260445538,9,125,5.864417965500485,COMPLETE
40,0.5142516359943188,2025-05-07 22:59:26.669260,2025-05-07 22:59:54.017736,0 days 00:00:27.348476,1.091465052024144,8,150,5.304513019819218,0.1492671146792185,0.6531311739832384,0.10304259724667034,9,50,10,1.5210766904696313,0.00702974795150896,9.991516122346187,8,10,250,5,1.7518710750792126,0.44557992071460645,1.362461304748547,1.910767202153621,0.045599424790056964,9,175,6.883201906492028,COMPLETE
41,0.5163058313928007,2025-05-07 22:59:54.017902,2025-05-07 23:00:13.019851,0 days 00:00:19.001949,3.4811646920320887,9,100,2.379141407868836,0.12371456694048677,0.5748843306756641,0.015089159644376326,9,100,35,0.3033567810564689,0.0019298992961933044,2.7896114322319097,13,5,125,3,0.2182497959105255,0.23964787126255116,1.4300436956577733,1.3663142033328686,0.0161490128435752,8,125,3.098655922720681,COMPLETE
42,0.0,2025-05-07 23:00:13.020015,2025-05-07 23:00:36.571175,0 days 00:00:23.551160,2.0258784274381774,9,100,2.217613622944403,0.08541962653609246,0.576444432157879,0.01211382296282941,10,100,43,0.12002199312053405,0.0010403408265457063,1.5859923733727923,13,5,150,2,0.7807029064159134,0.8870262298961036,1.7234031088217798,1.5236263734913633,0.013607415792904151,7,125,2.7323324885426246,COMPLETE
43,0.5162292944365815,2025-05-07 23:00:36.571411,2025-05-07 23:01:06.747170,0 days 00:00:30.175759,3.471687527157816,10,125,2.8188390983808005,0.12911084463199402,0.5096659672032302,0.022396526427022452,9,125,57,0.011257060919475413,0.002049840202592799,0.8606797373286996,12,2,100,4,0.39414136426236185,0.35097491713169576,1.1628317632100615,1.371511995520401,0.018704990896372477,6,100,3.6704490059648682,COMPLETE
44,0.5179829333900586,2025-05-07 23:01:06.747338,2025-05-07 23:01:22.755056,0 days 00:00:16.007718,2.565947417576438,10,50,1.3931027775326605,0.10444610342543807,0.5938594317175614,0.07167626851272926,8,100,123,0.058647920732529404,0.000247640896688698,0.531812587830542,15,3,125,4,1.3780197995045094,0.52346441862192,1.5552999185949872,1.727452522002315,0.02271254568898076,7,150,1.872919510891561,COMPLETE
45,0.5176121755184618,2025-05-07 23:01:22.755289,2025-05-07 23:01:39.632739,0 days 00:00:16.877450,0.2648309013166412,10,50,1.4384987240906895,0.10053500361256666,0.6282292660799258,0.14674305507453617,8,75,115,0.05854069729915889,0.0002854787313431201,0.5408381283462675,15,3,75,4,1.3624707551438942,0.5164130767963397,1.7902439132799102,1.6791216398939137,0.023655096251126252,6,150,0.9787855357539719,COMPLETE
46,0.5149282330295217,2025-05-07 23:01:39.632905,2025-05-07 23:01:55.887404,0 days 00:00:16.254499,2.4567171831550976,10,50,0.6832985015322817,0.05355123091167231,0.6008499100012233,0.06851982107749384,3,150,117,0.020452810924371678,0.00021974056293664202,1.3381706227819992,14,4,150,5,1.1565882133347962,0.6963693094168069,1.5597916109558225,1.8292828737022189,0.1134598750872794,7,175,9.86340537587284,COMPLETE
47,0.5179854768952353,2025-05-07 23:01:55.887567,2025-05-07 23:02:12.100995,0 days 00:00:16.213428,5.4730112937762385,10,50,1.1514140771222894,0.019559832986964298,0.9368179010990931,0.10585900140350946,7,50,129,0.0005140697109404988,0.00011179129404105702,7.4248167639699965,15,13,125,6,1.3102092536213625,0.587303666469894,1.93071211074851,1.7556838594580968,0.06032715968335925,8,150,1.671955092377385,COMPLETE
48,0.0,2025-05-07 23:02:12.101156,2025-05-07 23:02:52.226927,0 days 00:00:40.125771,5.417487484494462,9,225,1.1763502829291517,0.02048768368887696,0.9749487133547801,0.11290314104338965,7,50,134,0.00042097953912342964,0.09788288986042007,7.742193359753452,4,12,225,6,1.9767404562332942,0.7899340326746218,1.9153188847105096,1.9527953123684332,0.05503726473186842,10,200,2.411950789400019,COMPLETE
49,0.0,2025-05-07 23:02:52.227098,2025-05-07 23:03:06.216856,0 days 00:00:13.989758,6.124154102304222,8,75,0.9611044051959797,0.015940428177796787,0.8297505054764788,0.08703126517858498,6,50,105,0.00016805933023517089,0.04037766901066648,8.539412304068883,7,15,200,6,1.5782335322130816,0.5968253513465901,1.9998818296921435,1.5886278399577727,0.09138002864308653,8,175,1.544478485854527,COMPLETE
50,0.0,2025-05-07 23:03:06.217016,2025-05-07 23:03:28.341568,0 days 00:00:22.124552,4.531731068770079,7,50,1.769067188608974,0.030330645300143295,0.9289728392965123,0.12767329778075615,7,75,142,0.0005939315269064257,0.00010273339541782828,7.7775224486429675,6,12,150,7,1.2929713648704542,0.953973552500423,1.8056016230354923,0.227253835259696,0.06193043753388724,9,150,1.0080496466246087,COMPLETE
51,0.5154776054194626,2025-05-07 23:03:28.341752,2025-05-07 23:03:44.779955,0 days 00:00:16.438203,6.738648564322121,10,50,1.3846742423830312,0.012294480622683223,0.755961868087196,0.10228012416466513,8,100,128,0.0033788358379469815,0.00019325415156660062,7.144230224217444,15,13,125,5,1.396285988615372,0.5621989783217058,1.7162613090246681,1.797036746002916,0.04138788821360939,7,150,1.6987930497824895,COMPLETE
52,0.5202070300315095,2025-05-07 23:03:44.780122,2025-05-07 23:04:00.534840,0 days 00:00:15.754718,5.199352966296908,10,50,1.0785055755270672,0.016709686865190403,0.998662586361214,0.07912761083309093,7,75,17,0.03175393597810176,0.0007962783049631862,5.662833336269908,15,9,125,4,1.2657852345370137,0.7207238033876786,1.9458350235907325,1.7550068703032828,0.028704959722235465,7,125,1.7773140588844094,COMPLETE
53,0.5167135698901261,2025-05-07 23:04:00.535006,2025-05-07 23:04:18.552325,0 days 00:00:18.017319,5.209114677195709,10,75,0.8075361428126995,0.018584685675890587,0.9973184480636117,0.08304246088320182,6,75,18,0.006511585181172647,0.0009895627749759903,6.520653315492151,14,9,100,5,1.0217854459827687,0.7437508903668815,1.9408821490503685,1.6468708310124802,0.12062182415528977,6,125,1.3129920288299886,COMPLETE
54,0.5161558002217096,2025-05-07 23:04:18.552503,2025-05-07 23:04:44.310709,0 days 00:00:25.758206,4.7740594819061455,9,150,0.990193782649566,0.016137604402691345,0.974000791562946,0.052096056661776795,7,50,82,0.00986792752357835,0.0007754392945282661,5.7884852164125205,14,9,125,4,1.275211360769534,0.85847885113121,1.8279123063972336,1.890083625516011,0.0664081069164047,5,125,3.8707719184014615,COMPLETE
55,0.51357600296498,2025-05-07 23:04:44.310873,2025-05-07 23:05:03.194345,0 days 00:00:18.883472,4.190050155866705,10,75,0.6210871374934567,0.022012369190762302,0.9057862761951341,0.041640214791892116,7,50,27,0.03052933675639117,0.000349689440076498,7.2564668422303,15,7,100,6,1.1956090223042637,0.6613745675328838,1.921497566770665,1.5211227745542428,0.07946201907825752,8,100,0.518536470008585,COMPLETE
56,0.5143628367927474,2025-05-07 23:05:03.194516,2025-05-07 23:05:16.644723,0 days 00:00:13.450207,5.539647913619272,9,50,2.010241997210934,0.011433885496970227,0.95706964850654,0.1449002687599543,7,75,14,7.476045299018909,0.0073547443530739545,8.56423504271658,13,14,150,3,1.5718168481884056,1.1042558956414705,0.9701831658054019,1.790038187750631,0.03099453577852412,6,125,2.41322400822333,COMPLETE
